odoo_code,odoo_name,partida,sign,income_type
1.01.05.03.003,Cuentas por cobrar UX VALENCIA,Cuentas por cobrar UX VALENCIA,1,
1.01.05.03.004,Cuentas por cobrar UX LARA,Cuentas por cobrar UX LARA,1,
1.01.05.03.005,Cuentas por cobrar DRYFIELD,Cuentas por cobrar DRYFIELD,1,
1.01.05.04,Cuentas por cobrar socios,Cuentas por cobrar socios,1,
1.01.05.04.001,Cuentas por cobrar Camilo Gonzalez,Cuentas por cobrar Camilo Gonzalez,1,
1.01.05.04.002,Cuentas por cobrar Jenny Castro,Cuentas por cobrar Jenny Castro,1,
1.01.05.04.003,Cuentas por cobrar Alfonso Marquez,Cuentas por cobrar Alfonso Marquez,1,
1.01.05.05,Cuentas por cobrar empleados,Cuentas por cobrar empleados,1,
1.01.05.05.001,Cuentas por cobrar empleados,Cuentas por cobrar empleados,1,
1.01.05.05.002,Cuentas por cobrar empleados ULTRABIKEX,Cuentas por cobrar empleados ULTRABIKEX,1,
1.01.05.05.003,Cuentas por cobrar empleados DIUX,Cuentas por cobrar empleados DIUX,1,
1.01.05.05.004,Cuentas por cobrar empleados PLUSUX,Cuentas por cobrar empleados PLUSUX,1,
1.01.05.05.005,Cuentas por cobrar empleados UX BARINAS,Cuentas por cobrar empleados UX BARINAS,1,
1.01.06,Otras cuentas por cobrar,Otras cuentas por cobrar,1,
1.01.06.01,Otras cuentas por cobrar,Otras cuentas por cobrar,1,
1.01.06.01.001,Cuentas por cobrar terceros,Cuentas por cobrar terceros,1,
1.01.06.01.002,Vuelto por cobrar terceros,Vuelto por cobrar terceros,1,
1.01.06.01.003,Cuentas por Cobrar a proveedores por Garantias,Cuentas por Cobrar a proveedores por Garantias,1,
1.01.06.02,Cuentas por cobrar por sociedades,Cuentas por cobrar por sociedades,1,
1.01.06.02.001,Cuentas por cobrar sociedades Camilo,Cuentas por cobrar sociedades Camilo,1,
1.01.06.02.002,Cuentas por cobrar sociedades Jenny,Cuentas por cobrar sociedades Jenny,1,
1.01.06.02.003,Cuentas por cobrar sociedades Alfonso,Cuentas por cobrar sociedades Alfonso,1,
1.01.07,Prestamos por cobrar,Prestamos por cobrar,1,
1.01.07.01,Prestamos por cobrar empresas relacionadas,Prestamos por cobrar empresas relacionadas,1,
1.01.07.01.001,Prestamos por cobrar ULTRABIKEX,Prestamos por cobrar ULTRABIKEX,1,
1.01.07.01.002,Prestamos por cobrar DIUX,Prestamos por cobrar DIUX,1,
1.01.07.01.003,Prestamos por cobrar PLUSUX,Prestamos por cobrar PLUSUX,1,
1.01.07.01.004,Prestamos por cobrar UX BARINAS,Prestamos por cobrar UX BARINAS,1,
1.01.07.01.005,Prestamos por cobrar UBX,Prestamos por cobrar UBX,1,
1.01.07.02,Prestamos por cobrar empresas externas del grupo,Prestamos por cobrar empresas externas del grupo,1,
1.01.07.02.001,Prestamos por cobrar UX CARACAS,Prestamos por cobrar UX CARACAS,1,
1.01.07.02.002,Prestamos por cobrar Ux PUERTO ORDAZ,Prestamos por cobrar Ux PUERTO ORDAZ,1,
1.01.07.02.003,Prestamos por cobrar UX VALENCIA,Prestamos por cobrar UX VALENCIA,1,
1.01.07.02.004,Prestamos por cobrar UX LARA,Prestamos por cobrar UX LARA,1,
1.01.07.02.005,Prestamos por cobrar DRYFIELD,Prestamos por cobrar DRYFIELD,1,
1.01.07.03,Prestamos por cobrar socios,Prestamos por cobrar socios,1,
1.01.07.03.001,Prestamos por cobrar Camilo Gonzalez,Prestamos por cobrar Camilo Gonzalez,1,
1.01.07.03.002,Prestamos por cobrar Jenny Castro,Prestamos por cobrar Jenny Castro,1,
1.01.07.03.003,Prestamos por cobrar Alfonso Marquez,Prestamos por cobrar Alfonso Marquez,1,
1.01.07.04,Prestamos por cobrar empleados,Prestamos por cobrar empleados,1,
1.01.07.04.001,Prestamos por cobrar empleados,Prestamos por cobrar empleados,1,
1.01.07.05,Otros prestamos por cobrar,Otros prestamos por cobrar,1,
1.01.07.05.001,Prestamos por cobrar terceros,Prestamos por cobrar terceros,1,
1.01.08,Anticipos,Anticipos,1,
1.01.08.01,Anticipos a proveedores,Anticipos a proveedores,1,
1.01.08.01.001,Anticipos a proveedores,Anticipos a proveedores,1,
1.01.08.01.002,Anticipos a proveedor Specialized,Anticipos a proveedor Specialized,1,
1.01.08.02,Anticipos a socios,Anticipos a socios,1,
1.01.08.02.001,Anticipos a Camilo Gonzalez,Anticipos a Camilo Gonzalez,1,
1.01.08.02.002,Anticipos a Jenny Castro,Anticipos a Jenny Castro,1,
1.01.08.02.003,Anticipos a Alfonso Marquez,Anticipos a Alfonso Marquez,1,
1.01.08.02.004,Anticipos a Leonardo Roa,Anticipos a Leonardo Roa,1,
1.01.08.03,Anticipos a empleados,Anticipos a empleados,1,
1.01.08.03.001,Anticipos a empleados,Anticipos a empleados,1,
1.01.09,Inventarios,Inventarios,1,
1.01.09.01,Inventario de mercancias,Inventario de mercancias,1,
1.01.09.01.001,Inventario de mercancias,Inventario de mercancias,1,
1.01.09.02,Inventario de suministros,Inventario de suministros,1,
1.01.09.02.001,Inventario de suministros del café,Inventario de suministros del café,1,
1.01.09.03,Inventario en transito,Inventario en transito,1,
1.01.09.03.001,Inventario de mercancias en transito,Inventario de mercancias en transito,1,
1.01.09.03.002,Inventario de suministros del café en transito,Inventario de suministros del café en transito,1,
1.01.09.04,Inventario en consignación,Inventario en consignación,1,
1.01.09.04.001,Inventarios de mercancías propias a consignación,Inventarios de mercancías propias a consignación,1,
1.01.09.04.002,Inventarios de mercancías de terceros a consignación,Inventarios de mercancías de terceros a consignación,1,
1.01.11,Prepagados,Prepagados,1,
1.01.11.01,Impuestos pagados por anticipado,Impuestos pagados por anticipado,1,
1.01.11.01.001,IVA credito fiscal,IVA credito fiscal,1,
1.01.11.01.002,Excedente de credito fiscal,Excedente de credito fiscal,1,
1.01.11.01.003,Retencion IVA de clientes,Retencion IVA de clientes,1,
1.01.11.01.004,Retenciones ISLR de clientes,Retenciones ISLR de clientes,1,
1.01.11.01.005,Anticipo de ISLR,Anticipo de ISLR,1,
1.01.11.02,Gastos pagados por anticipado,Gastos pagados por anticipado,1,
1.01.11.02.001,Seguros pagados por anticipado,Seguros pagados por anticipado,1,
1.01.11.02.002,Intereses pagados por anticipado,Intereses pagados por anticipado,1,
1.01.11.02.003,Alquileres pagados por anticipado,Alquileres pagados por anticipado,1,
1.02,Activo No Corriente,Activo No Corriente,1,
1.02.01,Deudores Comerciales L.P.,Deudores Comerciales L.P.,1,
1.02.01.01,Cuentas por cobrar clientes L.P.,Cuentas por cobrar clientes L.P.,1,
1.02.01.02,Cuentas por cobrar empresas relacionadas L.P.,Cuentas por cobrar empresas relacionadas L.P.,1,
1.02.01.02.001,Cuentas por cobrar ULTRABIKEX L.P.,Cuentas por cobrar ULTRABIKEX L.P.,1,
1.02.01.02.002,Cuentas por cobrar DIUX L.P.,Cuentas por cobrar DIUX L.P.,1,
1.02.01.02.003,Cuentas por cobrar PLUSUX L.P.,Cuentas por cobrar PLUSUX L.P.,1,
1.02.01.02.004,Cuentas por cobrar UX BARINAS L.P.,Cuentas por cobrar UX BARINAS L.P.,1,
1.02.01.03,Cuentas por cobrar empresas externas del grupo L.P.,Cuentas por cobrar empresas externas del grupo L.P.,1,
1.02.01.03.001,Cuentas por cobrar UX CARACAS L.P.,Cuentas por cobrar UX CARACAS L.P.,1,
1.02.01.03.002,Cuentas por cobrar UX PUERTO ORDAZ L.P.,Cuentas por cobrar UX PUERTO ORDAZ L.P.,1,
1.02.01.03.003,Cuentas por cobrar UX VALENCIA L.P.,Cuentas por cobrar UX VALENCIA L.P.,1,
1.02.01.03.004,Cuentas por cobrar UX LARA L.P.,Cuentas por cobrar UX LARA L.P.,1,
1.02.01.03.005,Cuentas por cobrar DRYFIELD L.P.,Cuentas por cobrar DRYFIELD L.P.,1,
1.02.01.04,Cuentas por cobrar socios L.P.,Cuentas por cobrar socios L.P.,1,
1.02.01.04.001,Cuentas por cobrar Camilo Gonzalez L.P.,Cuentas por cobrar Camilo Gonzalez L.P.,1,
1.02.01.04.002,Cuentas por cobrar Jenny Castro L.P.,Cuentas por cobrar Jenny Castro L.P.,1,
1.02.01.04.003,Cuentas por cobrar Alfonso Marquez L.P.,Cuentas por cobrar Alfonso Marquez L.P.,1,
1.02.01.05,Cuentas por cobrar empleados L.P.,Cuentas por cobrar empleados L.P.,1,
1.02.01.05.001,Cuentas por cobrar empleados L.P.,Cuentas por cobrar empleados L.P.,1,
1.02.01.05.002,Cuentas por cobrar empleados ULTRABIKEX L.P.,Cuentas por cobrar empleados ULTRABIKEX L.P.,1,
1.02.01.05.003,Cuentas por cobrar empleados DIUX L.P.,Cuentas por cobrar empleados DIUX L.P.,1,
1.02.01.05.004,Cuentas por cobrar empleados PLUSUX L.P.,Cuentas por cobrar empleados PLUSUX L.P.,1,
1.02.01.05.005,Cuentas por cobrar empleados UX BARINAS L.P.,Cuentas por cobrar empleados UX BARINAS L.P.,1,
1.02.02,Otras cuentas por cobrar L.P.,Otras cuentas por cobrar L.P.,1,
1.02.02.01,Otras cuentas por cobrar L.P.,Otras cuentas por cobrar L.P.,1,
1.02.02.02,Cuentas por cobrar por sociedades L.P.,Cuentas por cobrar por sociedades L.P.,1,
1.02.02.02.001,Cuentas por cobrar sociedades Camilo L.P.,Cuentas por cobrar sociedades Camilo L.P.,1,
1.02.02.02.002,Cuentas por cobrar sociedades Jenny L.P.,Cuentas por cobrar sociedades Jenny L.P.,1,
1.02.02.02.003,Cuentas por cobrar sociedades Alfonso L.P.,Cuentas por cobrar sociedades Alfonso L.P.,1,
1.02.02.02.004,Cuentas por cobrar sociedades Otros Socios,Cuentas por cobrar sociedades Otros Socios,1,
1.02.03,Prestamos por cobrar L.P.,Prestamos por cobrar L.P.,1,
1.02.03.01,Prestamos por cobrar empresas relacionadas L.P.,Prestamos por cobrar empresas relacionadas L.P.,1,
1.02.03.01.003,Prestamos por cobrar PLUSUX L.P.,Prestamos por cobrar PLUSUX L.P.,1,
1.02.03.01.004,Prestamos por cobrar UX BARINAS L.P.,Prestamos por cobrar UX BARINAS L.P.,1,
1.02.03.01.005,Prestamos por cobrar UBX L.P.,Prestamos por cobrar UBX L.P.,1,
1.02.03.02,Prestamos por cobrar empresas externas del grupo L.P.,Prestamos por cobrar empresas externas del grupo L.P.,1,
1.02.03.02.001,Prestamos por cobrar UX CARACAS L.P.,Prestamos por cobrar UX CARACAS L.P.,1,
1.02.03.02.002,Prestamos por cobrar Ux PUERTO ORDAZ L.P.,Prestamos por cobrar Ux PUERTO ORDAZ L.P.,1,
1.02.03.02.003,Prestamos por cobrar UX VALENCIA L.P.,Prestamos por cobrar UX VALENCIA L.P.,1,
1.02.03.02.004,Prestamos por cobrar UX LARA L.P.,Prestamos por cobrar UX LARA L.P.,1,
1.02.03.02.005,Prestamos por cobrar DRYFIELD L.P.,Prestamos por cobrar DRYFIELD L.P.,1,
1.02.03.03,Prestamos por cobrar socios L.P.,Prestamos por cobrar socios L.P.,1,
1.02.03.03.001,Prestamos por cobrar Camilo Gonzalez L.P.,Prestamos por cobrar Camilo Gonzalez L.P.,1,
1.02.03.03.002,Prestamos por cobrar Jenny Castro L.P.,Prestamos por cobrar Jenny Castro L.P.,1,
1.02.03.03.003,Prestamos por cobrar Alfonso Marquez L.P.,Prestamos por cobrar Alfonso Marquez L.P.,1,
1.02.03.04,Prestamos por cobrar empleados L.P.,Prestamos por cobrar empleados L.P.,1,
1.02.03.04.001,Prestamos por cobrar empleados L.P.,Prestamos por cobrar empleados L.P.,1,
1.02.03.05,Otros prestamos por cobrar L.P.,Otros prestamos por cobrar L.P.,1,
1.02.03.05.001,Prestamos por cobrar tercercos L.P.,Prestamos por cobrar tercercos L.P.,1,
1.02.04,Anticipos L.P.,Anticipos L.P.,1,
1.02.04.01,Anticipos a proveedores L.P.,Anticipos a proveedores L.P.,1,
1.02.04.02,Anticipos a socios L.P.,Anticipos a socios L.P.,1,
1.02.04.02.001,Anticipos Camilo Gonzalez L.P.,Anticipos Camilo Gonzalez L.P.,1,
1.02.04.02.002,Anticipos Jenny Castro L.P.,Anticipos Jenny Castro L.P.,1,
1.02.04.02.003,Anticipos Alfonso Marquez L.P.,Anticipos Alfonso Marquez L.P.,1,
1.02.04.02.004,Anticipos Leonardo Roa L.P.,Anticipos Leonardo Roa L.P.,1,
1.02.04.03,Anticipos a empleados L.P.,Anticipos a empleados L.P.,1,
1.02.04.03.001,Anticipos a empleados L.P.,Anticipos a empleados L.P.,1,
1.02.04.04,Anticipos de prestaciones sociales L.P.,Anticipos de prestaciones sociales L.P.,1,
1.02.04.04.001,Anticipos de prestaciones sociales L.P.,Anticipos de prestaciones sociales L.P.,1,
1.02.05,Propiedades de Inversion,Propiedades de Inversion,1,
1.02.05.01,Inversion en acciones,Inversion en acciones,1,
1.02.06,"Propiedad, planta y equipos","Propiedad, planta y equipos",1,
1.02.06.01,Terrenos,Terrenos,1,
1.02.06.01.002,Deterioro acum. Terreno,Deterioro acum. Terreno,1,
1.02.06.02,Mobiliario y equipos,Mobiliario y equipos,1,
1.02.06.02.001,Mobiliario y equipos,Mobiliario y equipos,1,
1.02.06.02.500,Dep. Acum. Mob y Equipos,Dep. Acum. Mob y Equipos,-1,
1.02.06.02.501,Deterioro acum. Mob y Equipos,Deterioro acum. Mob y Equipos,-1,
1.02.06.03,Maquinaria y equipos,Maquinaria y equipos,1,
1.02.06.03.001,Maquinarias y Equipos,Maquinarias y Equipos,1,
1.02.06.03.500,Dep. Acum. Maquinarias y equipos,Dep. Acum. Maquinarias y equipos,-1,
1.02.06.03.501,Det. Acum. Maquinarias y equipos,Det. Acum. Maquinarias y equipos,-1,
1.02.06.04,Vehiculos,Vehiculos,1,
1.02.06.04.001,Vehiculo Grand Cheroke año 2006,Vehiculo Grand Cheroke año 2006,1,
1.02.06.04.002,Vehiculo Orlando año 2014,Vehiculo Orlando año 2014,1,
1.02.06.04.003,Vehiculo Camion Cargo año 2006,Vehiculo Camion Cargo año 2006,1,
1.02.06.04.004,Moto,Moto,1,
1.02.06.04.005,Vehiculo Kangoo,Vehiculo Kangoo,1,
1.02.06.04.006,Vehículo Hilux,Vehículo Hilux,1,
1.02.06.04.007,Vehículo Toyota Vans,Vehículo Toyota Vans,1,
1.02.06.04.500,Dep. Acum. Vehiculo Grand Cheroke año 2006,Dep. Acum. Vehiculo Grand Cheroke año 2006,-1,
1.02.06.04.501,Det. Acum. Vehiculo Grand Cheroke año 2006,Det. Acum. Vehiculo Grand Cheroke año 2006,-1,
1.02.06.04.502,Dep. Acum. Vehiculo Orlando año 2014,Dep. Acum. Vehiculo Orlando año 2014,1,
1.02.06.04.503,Det. Acum. Vehiculo Orlando año 2014,Det. Acum. Vehiculo Orlando año 2014,1,
1.02.06.04.504,Dep. Acum. Vehiculo Camion Cargo año 2006,Dep. Acum. Vehiculo Camion Cargo año 2006,1,
1.02.06.04.505,Det. Acum. Vehiculo Camion Cargo año 2006,Det. Acum. Vehiculo Camion Cargo año 2006,1,
1.02.06.04.506,Dep. Acum. Moto,Dep. Acum. Moto,1,
1.02.06.04.507,Det. Acum. Moto,Det. Acum. Moto,1,
1.02.06.04.508,Dep. Acum. Vehiculo Kangoo,Dep. Acum. Vehiculo Kangoo,1,
1.02.06.04.509,Det. Acum. Vehiculo Kangoo,Det. Acum. Vehiculo Kangoo,1,
1.02.06.04.510,Dep. Acum. Vehículo Hilux,Dep. Acum. Vehículo Hilux,1,
1.02.06.04.511,Det. Acum. Vehículo Hilux,Det. Acum. Vehículo Hilux,1,
1.02.06.04.512,Dep. Acum. Vehículo Toyota Vans,Dep. Acum. Vehículo Toyota Vans,1,
1.02.06.04.513,Det. Acum. Vehículo Toyota Vans,Det. Acum. Vehículo Toyota Vans,1,
1.02.06.05,Edificios y construcciones,Edificios y construcciones,1,
1.02.06.05.001,Local C.C Plaza Mayor LP-4,Local C.C Plaza Mayor LP-4,1,
1.02.06.05.002,Galpon Complejo Ind. y Com Gral. Avelino,Galpon Complejo Ind. y Com Gral. Avelino,1,
1.02.06.05.500,Dep. Acum. Local C.C Plaza Mayor LP-4,Dep. Acum. Local C.C Plaza Mayor LP-4,-1,
1.02.06.05.501,Det. Acum. Local C.C Plaza Mayor LP-4,Det. Acum. Local C.C Plaza Mayor LP-4,-1,
1.02.06.05.502,Dep. Acum. Galpon Complejo Ind. y Com Gral. Avelino,Dep. Acum. Galpon Complejo Ind. y Com Gral. Avelino,1,
1.02.06.05.503,Det. Acum. Galpon Complejo Ind. y Com Gral. Avelino,Det. Acum. Galpon Complejo Ind. y Com Gral. Avelino,1,
1.02.06.06,Materiales de eventos,Materiales de eventos,1,
1.02.06.06.001,Materiales para eventos,Materiales para eventos,1,
1.02.06.06.500,Dep. Acum. Materiales para eventos,Dep. Acum. Materiales para eventos,-1,
1.02.06.06.501,Det. Acum. Materiales para eventos,Det. Acum. Materiales para eventos,-1,
1.02.06.07,Herramientas,Herramientas,1,
1.02.06.07.001,Herramientas,Herramientas,1,
1.02.06.07.500,Dep. Acum. Herramientas,Dep. Acum. Herramientas,-1,
1.02.06.07.501,Det. Acum. Herramientas,Det. Acum. Herramientas,-1,
1.02.06.08,Utensilios y equipos de cocina,Utensilios y equipos de cocina,1,
1.02.06.08.001,Utensilios y equipos de cocina,Utensilios y equipos de cocina,1,
1.02.06.08.500,Dep. Acum. Utensilios y equipos de cocina,Dep. Acum. Utensilios y equipos de cocina,-1,
1.02.06.08.501,Det. Acum. Utensilios y equipos de cocina,Det. Acum. Utensilios y equipos de cocina,-1,
1.02.06.09,Equipamiento deportivo,Equipamiento deportivo,1,
1.02.06.09.001,Equipamiento deportivo,Equipamiento deportivo,1,
1.02.06.09.500,Dep. Acum. Equipamiento deportivo,Dep. Acum. Equipamiento deportivo,-1,
1.02.06.09.501,Det. Acum. Equipamiento deportivo,Det. Acum. Equipamiento deportivo,-1,
1.02.06.10,Mejoras en bienes arrendados,Mejoras en bienes arrendados,1,
1.02.06.10.001,Mejoras en bienes arrendados,Mejoras en bienes arrendados,1,
1.02.06.10.500,Dep. Acum. Mejoras bienes arrendados,Dep. Acum. Mejoras bienes arrendados,-1,
1.02.06.10.501,Det. Acum. Mejoras bienes arrendados,Det. Acum. Mejoras bienes arrendados,-1,
1.02.07,Activos intangibles,Activos intangibles,1,
1.02.07.01,Software Odoo,Software Odoo,1,
1.02.07.01.001,Software Odoo,Software Odoo,1,
1.02.07.01.002,Amortización Acum Odoo,Amortización Acum Odoo,-1,
1.02.07.01.500,Amortización Acum Odoo,Amortización Acum Odoo,-1,
1.02.07.02,CRM,CRM,1,
1.02.07.02.001,Software CRM,Software CRM,1,
1.02.07.02.002,Amortización CRM,Amortización CRM,-1,
2.01,Pasivo Corriente,Pasivo Corriente,-1,
2.01.01,Acreedores comerciales,Acreedores comerciales,-1,
2.01.01.01,Cuentas por pagar proveedores,Cuentas por pagar proveedores,-1,
2.01.01.02,Cuentas por pagar empresas relacionadas,Cuentas por pagar empresas relacionadas,-1,
2.01.01.02.001,Cuentas por pagar ULTRABIKEX,Cuentas por pagar ULTRABIKEX,-1,
2.01.01.02.002,Cuentas por pagar DIUX,Cuentas por pagar DIUX,-1,
2.01.01.02.003,Cuentas por pagar PLUSUX,Cuentas por pagar PLUSUX,-1,
2.01.01.02.004,Cuentas por pagar UX BARINAS,Cuentas por pagar UX BARINAS,-1,
2.01.01.03,Cuentas por pagar empresas externas del grupo,Cuentas por pagar empresas externas del grupo,-1,
2.01.01.03.001,Cuentas por pagar UX CARACAS,Cuentas por pagar UX CARACAS,-1,
2.01.01.03.002,Cuentas por pagar UX PUERTO ORDAZ,Cuentas por pagar UX PUERTO ORDAZ,-1,
2.01.01.03.003,Cuentas por pagar UX VALENCIA,Cuentas por pagar UX VALENCIA,-1,
2.01.01.03.004,Cuentas por pagar UX LARA,Cuentas por pagar UX LARA,-1,
2.01.01.03.005,Cuentas por pagar DRYFIELD,Cuentas por pagar DRYFIELD,-1,
2.01.01.04,Cuentas por pagar socios,Cuentas por pagar socios,-1,
2.01.01.04.001,Cuentas por pagar Camilo Gonzalez,Cuentas por pagar Camilo Gonzalez,-1,
2.01.01.04.002,Cuentas por pagar Jenny Castro,Cuentas por pagar Jenny Castro,-1,
2.01.01.04.003,Cuentas por pagar Alfonso Marquez,Cuentas por pagar Alfonso Marquez,-1,
2.01.01.05,Cuentas por pagar TDC y TDC,Cuentas por pagar TDC y TDC,-1,
2.01.01.05.001,Tarjeta de crédito Bofa Sra Zaida,Tarjeta de crédito Bofa Sra Zaida,-1,
2.01.01.05.002,Tarjeta de crédito Bancamiga Camilo,Tarjeta de crédito Bancamiga Camilo,-1,
2.01.01.05.003,Tarjeta de débito Banesco Panamá Camilo,Tarjeta de débito Banesco Panamá Camilo,-1,
2.01.01.05.004,Tarjeta de crédito BNC Camilo,Tarjeta de crédito BNC Camilo,-1,
2.01.01.05.005,Tarjeta de crédito Bancamiga Gilberto,Tarjeta de crédito Bancamiga Gilberto,-1,
2.01.01.06,Cuentas por pagar a proveedores en consignacion,Cuentas por pagar a proveedores en consignacion,-1,
2.01.01.06.001,Cuentas por pagar a proveedores en consignacion,Cuentas por pagar a proveedores en consignacion,-1,
2.01.02,Otras cuentas por pagar,Otras cuentas por pagar,-1,
2.01.02.01,Otras cuentas por pagar,Otras cuentas por pagar,-1,
2.01.02.01.003,Propinas por pagar,Propinas por pagar,-1,
2.01.02.02,Descuentos a empleados por pagar,Descuentos a empleados por pagar,-1,
2.01.02.02.001,Descuentos a empleados por pagar a ULTRABIKEX,Descuentos a empleados por pagar a ULTRABIKEX,-1,
2.01.02.02.002,Descuentos a empleados por pagar a DIUX,Descuentos a empleados por pagar a DIUX,-1,
2.01.02.02.003,Descuentos a empleados por pagar a PLUSUX,Descuentos a empleados por pagar a PLUSUX,-1,
2.01.02.02.004,Descuentos a empleados por Pagar a UX BARINAS,Descuentos a empleados por Pagar a UX BARINAS,-1,
2.01.02.03,Sueldos y salarios por pagar,Sueldos y salarios por pagar,-1,
2.01.02.03.001,Sueldos y salarios por pagar,Sueldos y salarios por pagar,-1,
2.01.02.03.002,Comisiones por pagar,Comisiones por pagar,-1,
2.01.02.04,Retenciones laborales a pagar,Retenciones laborales a pagar,-1,
2.01.02.04.001,Retencion IVSS por pagar,Retencion IVSS por pagar,-1,
2.01.02.04.002,Retención SPf por pagar,Retención SPf por pagar,-1,
2.01.02.04.003,Retención FAOV por pagar,Retención FAOV por pagar,-1,
2.01.02.04.004,Retención INCES por pagar,Retención INCES por pagar,-1,
2.01.02.04.005,Retención ARI por pagar,Retención ARI por pagar,-1,
2.01.02.05,Aportes patronales por pagar,Aportes patronales por pagar,-1,
2.01.02.05.001,Aporte IVSS por pagar,Aporte IVSS por pagar,-1,
2.01.02.05.002,Aporte SPF por pagar,Aporte SPF por pagar,-1,
2.01.02.05.003,Aporte FAOV por pagar,Aporte FAOV por pagar,-1,
2.01.02.05.004,Aporte INCES por pagar,Aporte INCES por pagar,-1,
2.01.02.06,Intereses por pagar,Intereses por pagar,-1,
2.01.02.06.001,Intereses bancarios por pagar,Intereses bancarios por pagar,-1,
2.01.02.06.002,Intereses sobre prestamos de terceros por pagar,Intereses sobre prestamos de terceros por pagar,-1,
2.01.02.07,Impuestos por pagar,Impuestos por pagar,-1,
2.01.02.07.001,IVA debito fiscal,IVA debito fiscal,-1,
2.01.02.07.002,IVA por pagar,IVA por pagar,-1,
2.01.02.07.003,Retenciones IVA a proveedores,Retenciones IVA a proveedores,-1,
2.01.02.07.004,Retenciones ISLR a proveedores,Retenciones ISLR a proveedores,-1,
2.01.02.07.005,Anticipo de ISLR por pagar,Anticipo de ISLR por pagar,-1,
2.01.02.07.006,ISLR Definitiva,ISLR Definitiva,-1,
2.01.02.07.007,Impuestos municipales por pagar,Impuestos municipales por pagar,-1,
2.01.02.07.008,IGTF por pagar,IGTF por pagar,-1,
2.01.02.07.009,IGTF percibido por pagar,IGTF percibido por pagar,-1,
2.01.02.08,Dividendos por pagar,Dividendos por pagar,-1,
2.01.02.08.001,Dividendos por pagar Camilo Gonzalez,Dividendos por pagar Camilo Gonzalez,-1,
2.01.02.08.002,Dividendos por pagar Jenny Castro,Dividendos por pagar Jenny Castro,-1,
2.01.02.08.003,Dividendos por pagar Alfonso Marquez,Dividendos por pagar Alfonso Marquez,-1,
2.01.02.08.004,Dividendos por pagar Leonardo Roa,Dividendos por pagar Leonardo Roa,-1,
2.01.02.08.005,Dividendos por pagar Gilberto Gonzalez Parra,Dividendos por pagar Gilberto Gonzalez Parra,-1,
2.01.02.08.999,Dividendos por pagar otros socios,Dividendos por pagar otros socios,-1,
2.01.03,Prestamos por pagar,Prestamos por pagar,-1,
2.01.03.01,Prestamos por pagar empresas relacionadas,Prestamos por pagar empresas relacionadas,-1,
2.01.03.02,Prestamos por pagar empresas externas del grupo,Prestamos por pagar empresas externas del grupo,-1,
2.01.03.02.001,Prestamos por pagar UX CARACAS,Prestamos por pagar UX CARACAS,-1,
2.01.03.02.002,Prestamos por pagar Ux PUERTO ORDAZ,Prestamos por pagar Ux PUERTO ORDAZ,-1,
2.01.03.02.003,Prestamos por pagar UX VALENCIA,Prestamos por pagar UX VALENCIA,-1,
2.01.03.02.004,Prestamos por pagar UX LARA,Prestamos por pagar UX LARA,-1,
2.01.03.02.005,Prestamos por pagar DRYFIELD,Prestamos por pagar DRYFIELD,-1,
2.01.03.03,Prestamos por pagar socios,Prestamos por pagar socios,-1,
2.01.03.03.001,Prestamos por pagar Camilo Gonzalez,Prestamos por pagar Camilo Gonzalez,-1,
2.01.03.03.002,Prestamos por pagar Jenny Castro,Prestamos por pagar Jenny Castro,-1,
2.01.03.03.003,Prestamos por pagar Alfonso Marquez,Prestamos por pagar Alfonso Marquez,-1,
2.01.03.04,Prestamos por pagar empleados,Prestamos por pagar empleados,-1,
2.01.03.04.001,Prestamos por pagar empleados,Prestamos por pagar empleados,-1,
2.01.03.05,Prestamos bancarios por pagar,Prestamos bancarios por pagar,-1,
2.01.03.05.001,Prestamo Banco Mercantil por pagar,Prestamo Banco Mercantil por pagar,-1,
2.01.03.05.002,Prestamo Banco Banesco por pagar,Prestamo Banco Banesco por pagar,-1,
2.01.03.05.003,Prestamo Banco de Venezuela por pagar,Prestamo Banco de Venezuela por pagar,-1,
2.01.03.05.004,Prestamo Banco Venezolano de Credito por pagar,Prestamo Banco Venezolano de Credito por pagar,-1,
2.01.03.05.005,Prestamo Banco del Tesoro por pagar,Prestamo Banco del Tesoro por pagar,-1,
2.01.03.05.006,Prestamo Bancamiga por pagar,Prestamo Bancamiga por pagar,-1,
2.01.03.05.007,Prestamo Bank Of America por pagar,Prestamo Bank Of America por pagar,-1,
2.01.03.05.008,Prestamo Banesco Panamá UX por pagar,Prestamo Banesco Panamá UX por pagar,-1,
2.01.03.05.009,"Prestamo Chase Bank, UX GROUP LLC por pagar","Prestamo Chase Bank, UX GROUP LLC por pagar",-1,
2.01.03.06,Otros prestamos por pagar,Otros prestamos por pagar,-1,
2.01.03.06.001,Prestamos por pagar terceros,Prestamos por pagar terceros,-1,
2.01.04,Anticipos,Anticipos,-1,
2.01.04.01,Anticipos de clientes,Anticipos de clientes,-1,
2.01.04.02,Anticipos de socios,Anticipos de socios,-1,
2.01.04.02.001,Anticipos de Camilo Gonzalez,Anticipos de Camilo Gonzalez,-1,
2.01.04.02.002,Anticipos de Jenny Castro,Anticipos de Jenny Castro,-1,
2.01.04.02.003,Anticipos de Alfonso Marquez,Anticipos de Alfonso Marquez,-1,
2.01.04.02.004,Anticipos de Leonardo Roa,Anticipos de Leonardo Roa,-1,
2.01.04.03,Anticipos no reportados,Anticipos no reportados,-1,
